,Gene/Region,"HGNC/Dosage ID",GRCh38,"HI Score","TS Score","Triplo Disease","Triplo Disease ID",OMIM,Morbid,%HI,pLI,LOEUF,"Last Eval."
G,EHMT1,HGNC:24650,9:137619001-137836127,"3 (Sufficient Evidence)","1 (Little Evidence)",'-,'-,,,62.96,1,0.07,07/06/2012
G,EIF2AK3,HGNC:3255,2:88556741-88627464,"30 (Autosomal Recessive)","Not Yet Evaluated",'-,'-,,,4.63,0,0.45,08/22/2016
G,EIF2B1,HGNC:3257,12:123620406-123633686,"30 (Autosomal Recessive)","Not Yet Evaluated",'-,'-,,,49.37,0,0.98,08/22/2016
G,EIF2B3,HGNC:3259,1:44850522-44986641,"30 (Autosomal Recessive)","0 (No Evidence)",'-,'-,,,14.41,0.57,0.43,08/22/2016
G,EIF4A3,HGNC:18683,17:80134369-80147128,"30 (Autosomal Recessive)","0 (No Evidence)",'-,'-,,,31.52,1,0.12,08/22/2016
G,ELANE,HGNC:3309,19:850997-856250,"1 (Little Evidence)","0 (No Evidence)",'-,'-,,,34.42,0,1.13,07/13/2022
G,ELAVL2,HGNC:3313,9:23690099-23850601,"1 (Little Evidence)","0 (No Evidence)",'-,'-,,,1.24,1,0.19,11/28/2018
G,ELK1,HGNC:3321,X:47635520-47650604,"0 (No Evidence)","0 (No Evidence)",'-,'-,,,43.41,0.94,0.34,09/26/2012
G,ELN,HGNC:3327,7:74027772-74069907,"3 (Sufficient Evidence)","0 (No Evidence)",'-,'-,,,8.62,0,0.87,07/10/2012
G,ELOA3P,HGNC:24617,,"0 (No Evidence)","0 (No Evidence)",'-,'-,,,98.17,0,0,02/22/2012
G,EMX2,HGNC:3341,10:117542746-117549546,"1 (Little Evidence)","0 (No Evidence)",'-,'-,,,7.32,0.95,0.32,11/09/2021
G,EN2,HGNC:3343,7:155458129-155464831,"0 (No Evidence)","0 (No Evidence)",'-,'-,,,23.56,0.63,0.63,08/26/2012
G,ENG,HGNC:3349,9:127815012-127854773,"3 (Sufficient Evidence)","0 (No Evidence)",'-,'-,,,23.71,1,0.24,12/08/2016
G,ENO3,HGNC:3354,17:4949182-4957131,"30 (Autosomal Recessive)","Not Yet Evaluated",'-,'-,,,4.38,0,1.69,08/22/2016
G,ENPP1,HGNC:3356,6:131808020-131895155,"30 (Autosomal Recessive)","0 (No Evidence)",'-,'-,,,20.17,0,0.59,08/22/2016
G,EP300,HGNC:3373,22:41092592-41180077,"3 (Sufficient Evidence)","0 (No Evidence)",'-,'-,,,0.67,1,0.1,03/14/2013
G,EPB42,HGNC:3381,15:43197227-43225856,"30 (Autosomal Recessive)","0 (No Evidence)",'-,'-,,,67.14,0,0.77,08/22/2016
G,EPCAM,HGNC:11529,2:47369311-47387020,"30 (Autosomal Recessive)","0 (No Evidence)",'-,'-,,,60.55,0,1.16,10/08/2019
G,EPM2A,HGNC:3413,6:145382540-145736023,"30 (Autosomal Recessive)","0 (No Evidence)",'-,'-,,,38.74,0,1.34,08/22/2016
G,EPS8,HGNC:3420,12:15620134-15789388,"30 (Autosomal Recessive)","0 (No Evidence)",'-,'-,,,19.96,0.97,0.31,02/07/2018
G,ERCC1,HGNC:3433,19:45407334-45451547,"30 (Autosomal Recessive)","Not Yet Evaluated",'-,'-,,,39.74,0,1.3,08/22/2016
G,ERCC2,HGNC:3434,19:45349837-45370647,"30 (Autosomal Recessive)","Not Yet Evaluated",'-,'-,,,16.33,0,1.09,08/22/2016
G,ERCC3,HGNC:3435,2:127257290-127294166,"30 (Autosomal Recessive)","0 (No Evidence)",'-,'-,,,16.21,0,0.79,06/30/2020
G,ERCC5,HGNC:3437,13:102846032-102875995,"30 (Autosomal Recessive)","Not Yet Evaluated",'-,'-,,,52.57,0,0.81,08/22/2016
G,ERCC6L2,HGNC:26922,9:95875632-96041092,"30 (Autosomal Recessive)","0 (No Evidence)",'-,'-,,,62.16,0,0.68,08/22/2016
G,ERCC8,HGNC:3439,5:60866454-60945070,"30 (Autosomal Recessive)","0 (No Evidence)",'-,'-,,,17.24,0,1.36,08/22/2016
G,ERF,HGNC:3444,19:42247569-42255128,"3 (Sufficient Evidence)","0 (No Evidence)",'-,'-,,,36.32,0.99,0.26,06/08/2021
G,ERMARD,HGNC:21056,6:169751622-169781600,"1 (Little Evidence)","0 (No Evidence)",'-,'-,,,84.87,0,1.02,11/13/2013
G,ESCO2,HGNC:27230,8:27771949-27812430,"30 (Autosomal Recessive)","Not Yet Evaluated",'-,'-,,,44.83,0,0.83,08/22/2016
G,ESPN,HGNC:13281,1:6424776-6461367,"30 (Autosomal Recessive)","0 (No Evidence)",'-,'-,,,46.09,0,0.93,02/07/2018
G,ETFB,HGNC:3482,19:51345155-51366388,"30 (Autosomal Recessive)","0 (No Evidence)",'-,'-,,,44.88,0.02,0.83,08/22/2016
G,ETFDH,HGNC:3483,4:158672296-158709623,"30 (Autosomal Recessive)","Not Yet Evaluated",'-,'-,,,46.5,0,1.04,08/22/2016
G,EVC2,HGNC:19747,4:5562408-5709548,"30 (Autosomal Recessive)","0 (No Evidence)",'-,'-,,,74.81,0,1.06,07/18/2013
G,EVX2,HGNC:3507,2:176080107-176083962,"0 (No Evidence)","0 (No Evidence)",'-,'-,,,19.69,0.4,0.68,04/04/2012
G,EXO5,HGNC:26115,1:40508741-40516050,"40 (Dosage Sensitivity Unlikely)","0 (No Evidence)",'-,'-,,,64.2,0,1.43,02/02/2021
G,EXOSC3,HGNC:17944,9:37779714-37785092,"30 (Autosomal Recessive)","0 (No Evidence)",'-,'-,,,29.34,0,1.21,08/22/2016
G,EXPH5,HGNC:30578,11:108505431-108607514,"30 (Autosomal Recessive)","0 (No Evidence)",'-,'-,,,83.2,0,0.94,08/22/2016
G,EXT1,HGNC:3512,8:117794490-118111826,"3 (Sufficient Evidence)","0 (No Evidence)",'-,'-,,,1.49,1,0.26,06/17/2020
G,EXT2,HGNC:3513,11:44095659-44251962,"3 (Sufficient Evidence)","0 (No Evidence)",'-,'-,,,14.77,0,0.77,06/23/2020
G,EYA1,HGNC:3519,8:71197433-71548104,"3 (Sufficient Evidence)","0 (No Evidence)",'-,'-,,,1.33,0.95,0.33,08/26/2020
G,EYA4,HGNC:3522,6:133240340-133532128,"3 (Sufficient Evidence)","0 (No Evidence)",'-,'-,,,3.86,0.05,0.45,01/22/2020
G,EYS,HGNC:21555,6:63719980-65707226,"30 (Autosomal Recessive)","Not Yet Evaluated",'-,'-,,,25.63,0,0.83,08/22/2016
G,F10,HGNC:3528,13:113122799-113149529,"30 (Autosomal Recessive)","Not Yet Evaluated",'-,'-,,,72.12,0,0.97,08/22/2016
G,F13A1,HGNC:3531,6:6144084-6320662,"30 (Autosomal Recessive)","0 (No Evidence)",'-,'-,,,36.61,0,0.74,08/22/2016
G,F13B,HGNC:3534,1:197038741-197067264,"30 (Autosomal Recessive)","0 (No Evidence)",'-,'-,,,74.15,0,0.85,08/22/2016
G,F5,HGNC:3542,1:169511951-169586630,"30 (Autosomal Recessive)","0 (No Evidence)",'-,'-,,,66.18,0,0.56,01/11/2018
G,F7,HGNC:3544,13:113105773-113120685,"30 (Autosomal Recessive)","Not Yet Evaluated",'-,'-,,,80.84,0,0.9,08/22/2016
G,F8,HGNC:3546,X:154835792-155022723,"3 (Sufficient Evidence)","0 (No Evidence)",'-,'-,,,30.72,1,0.09,10/13/2020
G,F9,HGNC:3551,X:139530720-139563459,"3 (Sufficient Evidence)","0 (No Evidence)",'-,'-,,,40.27,1,0.17,01/12/2021
G,FA2H,HGNC:21197,16:74712955-74774831,"30 (Autosomal Recessive)","Not Yet Evaluated",'-,'-,,,59.01,0.15,0.56,08/22/2016
G,FADD,HGNC:3573,11:70203296-70207390,"30 (Autosomal Recessive)","0 (No Evidence)",'-,'-,,,68.73,0.53,1.28,08/22/2016
G,FAH,HGNC:3579,15:80152789-80186949,"30 (Autosomal Recessive)","0 (No Evidence)",'-,'-,,,64.92,0,1.41,09/02/2020
G,FAM161A,HGNC:25808,2:61800240-61854126,"30 (Autosomal Recessive)","0 (No Evidence)",'-,'-,,,75.75,0,1.01,08/22/2016
G,FAM20C,HGNC:22140,7:192571-260772,"30 (Autosomal Recessive)","Not Yet Evaluated",'-,'-,,,39.39,0.31,0.49,08/22/2016
G,FAN1,HGNC:29170,15:30903852-30943108,"30 (Autosomal Recessive)","0 (No Evidence)",'-,'-,,,86.96,0,1.12,08/22/2016
G,FANCA,HGNC:3582,16:89737549-89816647,"30 (Autosomal Recessive)","0 (No Evidence)",'-,'-,,,82.85,0,1.37,02/23/2012
G,FANCB,HGNC:3583,X:14690863-14873255,"3 (Sufficient Evidence)","0 (No Evidence)",'-,'-,,,57.28,1,0.23,06/23/2021
G,FANCC,HGNC:3584,9:95099054-95317730,"30 (Autosomal Recessive)","0 (No Evidence)",'-,'-,,,43.39,0,1.04,08/22/2016
G,FANCD2,HGNC:3585,3:10026437-10101932,"30 (Autosomal Recessive)","Not Yet Evaluated",'-,'-,,,32.01,0,0.89,08/22/2016
G,FANCE,HGNC:3586,6:35452338-35467106,"30 (Autosomal Recessive)","0 (No Evidence)",'-,'-,,,62.05,0,0.89,06/12/2020
G,FANCF,HGNC:3587,11:22622533-22625823,"30 (Autosomal Recessive)","0 (No Evidence)",'-,'-,,,79.88,0.46,1.53,08/22/2016
G,FANCG,HGNC:3588,9:35073839-35079942,"30 (Autosomal Recessive)","0 (No Evidence)",'-,'-,,,50.76,0,1.09,11/15/2020
G,FANCI,HGNC:25568,15:89243973-89317259,"30 (Autosomal Recessive)","Not Yet Evaluated",'-,'-,,,23.8,0,1.02,08/22/2016
G,FARS2,HGNC:21062,6:5261007-5771583,"30 (Autosomal Recessive)","0 (No Evidence)",'-,'-,,,44.7,0,1.15,08/22/2016
G,FAS,HGNC:11920,10:88968429-89017059,"1 (Little Evidence)","0 (No Evidence)",'-,'-,,,93.15,0.81,0.44,02/08/2022
G,FASLG,HGNC:11936,1:172659103-172666876,"30 (Autosomal Recessive)","0 (No Evidence)",'-,'-,,,7.98,0.18,0.72,08/25/2016
G,FBN1,HGNC:3603,15:48408313-48645709,"3 (Sufficient Evidence)","0 (No Evidence)",'-,'-,,,2.53,1,0.05,12/04/2019
G,FBP1,HGNC:3606,9:94603133-94640263,"30 (Autosomal Recessive)","0 (No Evidence)",'-,'-,,,36.83,0.08,0.72,08/22/2016
G,FBXO7,HGNC:13586,22:32474682-32498829,"30 (Autosomal Recessive)","Not Yet Evaluated",'-,'-,,,38.24,0,0.88,08/22/2016
G,FBXW11,HGNC:13607,5:171861549-172006638,"0 (No Evidence)","1 (Little Evidence)",'-,'-,,,10.37,0.98,0.31,12/07/2011
G,FBXW4,HGNC:10847,10:101610664-101695295,"0 (No Evidence)","0 (No Evidence)","split hand-foot malformation 3",MONDO:0009525,,,16.23,0,0.72,10/08/2014
G,FGD1,HGNC:3663,X:54445454-54496234,"3 (Sufficient Evidence)","0 (No Evidence)",'-,'-,,,18.2,1,0.2,05/26/2021
G,FGD4,HGNC:19125,12:32399523-32646050,"30 (Autosomal Recessive)","0 (No Evidence)",'-,'-,,,50.19,0.01,0.46,08/22/2016
G,FGF10,HGNC:3666,5:44300247-44389706,"3 (Sufficient Evidence)","0 (No Evidence)",'-,'-,,,0.55,0.94,0.34,02/23/2022
G,FGF12,HGNC:3668,3:192139390-192727541,"0 (No Evidence)","1 (Little Evidence)","developmental and epileptic encephalopathy",MONDO:0100062,,,3.96,0.62,0.54,12/01/2021
G,FGF3,HGNC:3681,11:69809968-69819416,"30 (Autosomal Recessive)","Not Yet Evaluated",'-,'-,,,57.44,0,1.78,08/22/2016
G,FGFR1,HGNC:3688,8:38411143-38468635,"3 (Sufficient Evidence)","0 (No Evidence)",'-,'-,,,0.42,1,0.22,04/05/2021
G,FGFR3,HGNC:3690,4:1793293-1808872,"0 (No Evidence)","0 (No Evidence)",'-,'-,,,6.4,0,0.6,11/09/2011
G,FGFRL1,HGNC:3693,4:1009930-1026898,"0 (No Evidence)","0 (No Evidence)",'-,'-,,,61.34,0.01,0.73,08/01/2013
G,FH,HGNC:3700,1:241497603-241519755,"3 (Sufficient Evidence)","0 (No Evidence)",'-,'-,,,15.21,0.09,0.54,07/06/2020
G,FHIT,HGNC:3701,3:59747277-61251452,"0 (No Evidence)","0 (No Evidence)",'-,'-,,,0.43,0.01,1.45,10/24/2018
G,FKBP14,HGNC:18625,7:30010587-30026702,"30 (Autosomal Recessive)","0 (No Evidence)",'-,'-,,,24.26,0,1.66,08/22/2016
G,FLCN,HGNC:27310,17:17206946-17237188,"3 (Sufficient Evidence)","0 (No Evidence)",'-,'-,,,46.02,0.79,0.39,11/10/2016
G,FLG,HGNC:3748,1:152302165-152325239,"3 (Sufficient Evidence)","0 (No Evidence)",'-,'-,,,99.71,0,1.96,02/26/2020
G,FLNA,HGNC:3754,X:154348531-154374634,"3 (Sufficient Evidence)","0 (No Evidence)",'-,'-,,,8.01,1,0.08,12/02/2020
G,FLNB,HGNC:3755,3:58008422-58172251,"0 (No Evidence)","0 (No Evidence)",'-,'-,,,12.25,0,0.44,07/25/2013
G,FLNC,HGNC:3756,7:128830406-128859272,"3 (Sufficient Evidence)","0 (No Evidence)",'-,'-,,,21.56,1,0.25,07/13/2021
G,FLVCR2,HGNC:20105,14:75578620-75648167,"30 (Autosomal Recessive)","0 (No Evidence)",'-,'-,,,46.63,0,0.93,08/22/2016
G,FMO2,HGNC:3770,1:171185208-171212686,"40 (Dosage Sensitivity Unlikely)","0 (No Evidence)",'-,'-,,,56.93,0,1.06,02/02/2021
G,FMR1,HGNC:3775,X:147911919-147951125,"3 (Sufficient Evidence)","0 (No Evidence)",'-,'-,,,2.45,0.65,0.42,12/16/2020
G,FOLR1,HGNC:3791,11:72189709-72196323,"30 (Autosomal Recessive)","0 (No Evidence)",'-,'-,,,71.28,0.13,0.65,06/25/2019
G,FOXC1,HGNC:3800,6:1609915-1613897,"3 (Sufficient Evidence)","0 (No Evidence)",'-,'-,,,9.01,0.95,0.31,07/29/2020
G,FOXC2,HGNC:3801,16:86566829-86569728,"3 (Sufficient Evidence)","0 (No Evidence)",'-,'-,,,5.65,0.13,0.79,11/26/2013
G,FOXE1,HGNC:3806,9:97853226-97856717,"30 (Autosomal Recessive)","Not Yet Evaluated",'-,'-,,,37.73,0.79,0.58,08/22/2016
G,FOXE3,HGNC:3808,1:47416285-47418052,"0 (No Evidence)","0 (No Evidence)",'-,'-,,,68.36,0.18,1.61,12/13/2017
G,FOXF1,HGNC:3809,16:86510527-86515422,"3 (Sufficient Evidence)","0 (No Evidence)",'-,'-,,,15.93,0.96,0.3,06/20/2013
G,FOXG1,HGNC:3811,14:28766787-28770277,"3 (Sufficient Evidence)","0 (No Evidence)",'-,'-,,,3.12,0.94,0.33,03/09/2021
G,FOXL2,HGNC:1092,3:138944224-138947137,"3 (Sufficient Evidence)","0 (No Evidence)",'-,'-,,,21.55,0.88,0.44,02/09/2021
G,FOXP1,HGNC:3823,3:70954708-71583983,"3 (Sufficient Evidence)","0 (No Evidence)",'-,'-,,,0.14,1,0.18,01/22/2020
G,FOXP2,HGNC:13875,7:114086327-114693765,"1 (Little Evidence)","0 (No Evidence)",'-,'-,,,0.09,1,0.22,09/19/2012
G,FOXRED1,HGNC:26927,11:126269043-126278132,"30 (Autosomal Recessive)","0 (No Evidence)",'-,'-,,,55.38,0,1.32,08/22/2016
G,FREM1,HGNC:23399,9:14734666-14911653,"0 (No Evidence)","0 (No Evidence)",'-,'-,,,26.81,0,1.12,06/06/2013
G,FRMD7,HGNC:8079,X:132074926-132128020,"3 (Sufficient Evidence)","0 (No Evidence)",'-,'-,,,28.47,0.73,0.42,04/09/2020
G,FSHB,HGNC:3964,11:30231014-30235194,"30 (Autosomal Recessive)","Not Yet Evaluated",'-,'-,,,15.77,0.34,1.06,08/22/2016
G,FTCD,HGNC:3974,21:46135981-46156482,"30 (Autosomal Recessive)","0 (No Evidence)",'-,'-,,,71.26,0,1.23,08/22/2016
G,FTL,HGNC:3999,19:48963941-48966879,"0 (No Evidence)","0 (No Evidence)",'-,'-,,,16.73,0,1.95,08/22/2013
G,FTSJ1,HGNC:13254,X:48476021-48486364,"3 (Sufficient Evidence)","0 (No Evidence)",'-,'-,,,52.75,0.99,0.2,07/12/2012
G,FXN,HGNC:3951,9:69035752-69079076,"30 (Autosomal Recessive)","0 (No Evidence)",'-,'-,,,66.77,0.34,0.72,08/22/2016
G,FYCO1,HGNC:14673,3:45917903-45995824,"30 (Autosomal Recessive)","0 (No Evidence)",'-,'-,,,61.49,0,0.91,05/20/2015
G,FZD4,HGNC:4042,11:86945679-86955395,"3 (Sufficient Evidence)","0 (No Evidence)",'-,'-,,,22.13,0.97,0.31,07/06/2012
G,G6PC3,HGNC:24861,17:44070673-44076344,"30 (Autosomal Recessive)","0 (No Evidence)",'-,'-,,,43.93,0,1.03,04/30/2020
G,GAA,HGNC:4065,17:80101535-80119881,"30 (Autosomal Recessive)","Not Yet Evaluated",'-,'-,,,75.35,0,0.98,08/22/2016
G,GAB4,HGNC:18325,22:16961936-17008281,"40 (Dosage Sensitivity Unlikely)","0 (No Evidence)",'-,'-,,,87.14,0,1.22,02/02/2021
G,GABRA1,HGNC:4075,5:161847191-161899971,"1 (Little Evidence)","0 (No Evidence)",'-,'-,,,9.56,0.91,0.37,11/09/2021
G,GABRB3,HGNC:4083,15:26543552-26773763,"0 (No Evidence)","0 (No Evidence)",'-,'-,,,8.38,0.95,0.34,04/25/2012
G,GABRG2,HGNC:4087,5:162067465-162155539,"1 (Little Evidence)","0 (No Evidence)",'-,'-,,,11.88,0.74,0.4,09/25/2018
G,GALC,HGNC:4115,14:87933014-87993665,"30 (Autosomal Recessive)","Not Yet Evaluated",'-,'-,,,47.35,0,0.94,08/22/2016
G,GALK1,HGNC:4118,17:75751469-75765192,"30 (Autosomal Recessive)","0 (No Evidence)",'-,'-,,,28.42,0,1.09,08/22/2016
G,GALNS,HGNC:4122,16:88813734-88856966,"30 (Autosomal Recessive)","0 (No Evidence)",'-,'-,,,65.94,0,1.01,08/22/2016
G,GALNT12,HGNC:19877,9:98807670-98850081,"1 (Little Evidence)","0 (No Evidence)",'-,'-,,,59.91,0,0.94,09/09/2019
G,GALNT3,HGNC:4125,2:165747588-165796352,"30 (Autosomal Recessive)","0 (No Evidence)",'-,'-,,,17.53,0,0.86,08/22/2016
G,GALR1,HGNC:4132,18:77249848-77277900,"0 (No Evidence)","0 (No Evidence)",'-,'-,,,59.63,0,1.35,07/06/2012
G,GALT,HGNC:4135,9:34646675-34651035,"30 (Autosomal Recessive)","Not Yet Evaluated",'-,'-,,,30.87,0,0.96,08/22/2016
G,GAMT,HGNC:4136,19:1397026-1401542,"30 (Autosomal Recessive)","0 (No Evidence)",'-,'-,,,62.39,0.01,1.26,08/22/2016
G,GAN,HGNC:4137,16:81314962-81390809,"30 (Autosomal Recessive)","Not Yet Evaluated",'-,'-,,,44.7,0.02,0.5,08/22/2016
G,GATA1,HGNC:4170,X:48786540-48794311,"0 (No Evidence)","0 (No Evidence)",'-,'-,,,45.59,0.95,0.32,10/14/2020
G,GATA2,HGNC:4171,3:128479422-128493201,"3 (Sufficient Evidence)","0 (No Evidence)",'-,'-,,,1.46,0.98,0.29,06/04/2015
G,GATA3,HGNC:4172,10:8045420-8075198,"3 (Sufficient Evidence)","0 (No Evidence)",'-,'-,,,2.99,0.9,0.39,06/24/2020
G,GATA4,HGNC:4173,8:11676931-11760002,"3 (Sufficient Evidence)","0 (No Evidence)",'-,'-,,,0.87,0.49,0.53,02/08/2017
G,GATA6,HGNC:4174,18:22169589-22202528,"3 (Sufficient Evidence)","0 (No Evidence)",'-,'-,,,4.26,1,0.17,06/20/2013
G,GATAD1,HGNC:29941,7:92447448-92494631,"30 (Autosomal Recessive)","Not Yet Evaluated",'-,'-,,,37.42,0.43,0.65,08/22/2016
G,GATAD2B,HGNC:30778,1:153804725-153923953,"3 (Sufficient Evidence)","0 (No Evidence)",'-,'-,,,10.42,1,0.1,12/27/2017
G,GBA,HGNC:4177,1:155234452-155244627,"30 (Autosomal Recessive)","0 (No Evidence)",'-,'-,,,52.28,0,0.8,08/22/2016
G,GBA2,HGNC:18986,9:35736862-35749228,"30 (Autosomal Recessive)","Not Yet Evaluated",'-,'-,,,39.8,0,0.94,08/22/2016
G,GBE1,HGNC:4180,3:81489703-81761645,"30 (Autosomal Recessive)","0 (No Evidence)",'-,'-,,,9.2,0,0.97,08/22/2016
G,GCDH,HGNC:4189,19:12891129-12899999,"30 (Autosomal Recessive)","Not Yet Evaluated",'-,'-,,,60.73,0,0.64,08/22/2016
G,GCH1,HGNC:4193,14:54842016-54902826,"3 (Sufficient Evidence)","0 (No Evidence)",'-,'-,,,28.56,0.9,0.4,05/12/2016
G,GCSH,HGNC:4208,16:81081945-81096395,"30 (Autosomal Recessive)","Not Yet Evaluated",'-,'-,,,36.73,0,1.42,08/22/2016
G,GDF2,HGNC:4217,10:47322454-47327588,"0 (No Evidence)","0 (No Evidence)",'-,'-,,,35.53,0,0.98,10/13/2016
G,GDF5,HGNC:4220,20:35433347-35454749,"3 (Sufficient Evidence)","0 (No Evidence)",'-,'-,,,5.52,0.67,0.47,02/24/2021
G,GDI1,HGNC:4226,X:154437154-154443467,"1 (Little Evidence)","0 (No Evidence)",'-,'-,,,30.35,0.99,0.19,06/22/2022
G,GEN1,HGNC:26881,2:17753687-17788946,"40 (Dosage Sensitivity Unlikely)","0 (No Evidence)",'-,'-,,,58.31,0,0.95,02/02/2021
G,GFER,HGNC:4236,16:1984193-1987749,"30 (Autosomal Recessive)","0 (No Evidence)",'-,'-,,,41.65,0,1.65,08/22/2016
G,GFM1,HGNC:13780,3:158644527-158695581,"30 (Autosomal Recessive)","0 (No Evidence)",'-,'-,,,31.6,0,0.8,08/22/2016
G,GIGYF2,HGNC:11960,2:232697331-232860605,"1 (Little Evidence)","0 (No Evidence)",'-,'-,,,14.01,1,0.08,08/24/2022
G,GIPC3,HGNC:18183,19:3585478-3593541,"30 (Autosomal Recessive)","0 (No Evidence)",'-,'-,,,63.46,0.01,0.93,08/22/2016
G,GJA1,HGNC:4274,6:121435646-121449727,"0 (No Evidence)","0 (No Evidence)",'-,'-,,,1.17,0.16,0.62,11/20/2013
G,GJA5,HGNC:4279,1:147756199-147781127,"1 (Little Evidence)","0 (No Evidence)",'-,'-,,,8.62,0.02,0.81,02/23/2012
G,GJA8,HGNC:4281,1:147902795-147915287,"1 (Little Evidence)","0 (No Evidence)",'-,'-,,,52.92,0,1,02/23/2012
G,GJB2,HGNC:4284,13:20187470-20192938,"40 (Dosage Sensitivity Unlikely)","0 (No Evidence)",'-,'-,,,20.16,0,1.98,05/10/2012
G,GJB6,HGNC:4288,13:20221962-20232319,"0 (No Evidence)","0 (No Evidence)",'-,'-,,,21.27,0,1.74,01/30/2014
G,GK,HGNC:4289,X:30653348-30731462,"3 (Sufficient Evidence)","0 (No Evidence)",'-,'-,,,11.79,0.99,0.29,09/06/2012
G,GLA,HGNC:4296,X:101397803-101407925,"3 (Sufficient Evidence)","0 (No Evidence)",'-,'-,,,42.34,1,0.18,03/24/2021
G,GLB1,HGNC:4298,3:32996617-33097146,"30 (Autosomal Recessive)","0 (No Evidence)",'-,'-,,,44.88,0,0.86,03/25/2015
G,GLDC,HGNC:4313,9:6532467-6645729,"30 (Autosomal Recessive)","0 (No Evidence)",'-,'-,,,30.92,0,1.11,06/10/2016
G,GLI2,HGNC:4318,2:120735868-120992653,"3 (Sufficient Evidence)","0 (No Evidence)",'-,'-,,,4.89,0.97,0.31,01/11/2021
G,GLI3,HGNC:4319,7:41960949-42237209,"3 (Sufficient Evidence)","0 (No Evidence)",'-,'-,,,20.82,1,0.2,01/12/2021
G,GLIS3,HGNC:28510,9:3824127-4310694,"30 (Autosomal Recessive)","0 (No Evidence)",'-,'-,,,2.6,0,0.74,08/22/2016
G,GLMN,HGNC:14373,1:92245786-92441936,"3 (Sufficient Evidence)","0 (No Evidence)",'-,'-,,,14.69,0,0.91,07/18/2013
G,GLRB,HGNC:4329,4:157076146-157172090,"30 (Autosomal Recessive)","0 (No Evidence)",'-,'-,,,35.64,0,0.66,08/22/2016
G,GLUL,HGNC:4341,1:182378098-182391790,"30 (Autosomal Recessive)","0 (No Evidence)",'-,'-,,,9.54,1,0.19,06/04/2015
G,GMPPA,HGNC:22923,2:219498891-219506989,"30 (Autosomal Recessive)","0 (No Evidence)",'-,'-,,,42.18,0,0.94,08/22/2016
G,GNAI3,HGNC:4387,1:109548615-109600195,"0 (No Evidence)","0 (No Evidence)",'-,'-,,,5.51,0.04,0.61,07/18/2013
G,GNAO1,HGNC:4389,16:56191489-56357444,"1 (Little Evidence)","0 (No Evidence)",'-,'-,,,7.72,0.99,0.26,05/10/2022
G,GNAS,HGNC:4392,20:58839681-58911192,"3 (Sufficient Evidence)","0 (No Evidence)",'-,'-,,,8.83,0.68,0.37,01/12/2021
G,GNB1,HGNC:4396,1:1785286-1891087,"1 (Little Evidence)","0 (No Evidence)",'-,'-,,,22.4,1,0.15,01/23/2019
G,GNPAT,HGNC:4416,1:231241210-231277973,"30 (Autosomal Recessive)","Not Yet Evaluated",'-,'-,,,57.89,0.3,0.42,08/22/2016
G,GNRH1,HGNC:4419,8:25419258-25425040,"30 (Autosomal Recessive)","0 (No Evidence)",'-,'-,,,8.16,0.15,1.05,08/22/2016
G,GNS,HGNC:4422,12:64713449-64759406,"30 (Autosomal Recessive)","Not Yet Evaluated",'-,'-,,,30.08,0,0.61,08/22/2016
G,GOLGA2P2Y,HGNC:16479,,"0 (No Evidence)","0 (No Evidence)",'-,'-,,,‐,‐,‐,08/22/2012
G,GORAB,HGNC:25676,1:170532134-170553834,"30 (Autosomal Recessive)","0 (No Evidence)",'-,'-,,,57.49,0,0.99,08/22/2016
G,GP1BB,HGNC:4440,22:19723539-19724771,"30 (Autosomal Recessive)","Not Yet Evaluated",'-,'-,,,78.01,0.51,1.33,08/22/2016
G,GP6,HGNC:14388,19:55013705-55038264,"30 (Autosomal Recessive)","0 (No Evidence)",'-,'-,,,92.98,0,1.61,08/22/2016
G,GPC3,HGNC:4451,X:133535745-133985616,"3 (Sufficient Evidence)","0 (No Evidence)",'-,'-,,,1.17,1,0.16,01/27/2021
G,GPC5,HGNC:4453,13:91398621-92867237,"0 (No Evidence)","0 (No Evidence)",'-,'-,,,10.35,0,1.08,03/09/2012
G,GPC6,HGNC:4454,13:93226807-94408020,"30 (Autosomal Recessive)","0 (No Evidence)",'-,'-,,,1.28,0.14,0.51,11/17/2011
G,GPD1,HGNC:4455,12:50104008-50111313,"30 (Autosomal Recessive)","0 (No Evidence)",'-,'-,,,31.74,0.01,0.83,08/22/2016
G,GPHN,HGNC:15465,14:66507934-67181805,"2 (Emerging Evidence)","0 (No Evidence)",'-,'-,,,2.69,1,0.18,06/22/2022
G,GPIHBP1,HGNC:24945,8:143213218-143217170,"30 (Autosomal Recessive)","Not Yet Evaluated",'-,'-,,,96.22,0.14,1.1,08/22/2016
G,GPR148,HGNC:23623,2:130729070-130730336,"0 (No Evidence)","0 (No Evidence)",'-,'-,,,87.6,0,1.84,04/05/2018
G,GPR179,HGNC:31371,17:38324571-38343956,"30 (Autosomal Recessive)","0 (No Evidence)",'-,'-,,,79.16,0,0.82,08/22/2016
G,GPSM2,HGNC:29501,1:108875350-108934545,"30 (Autosomal Recessive)","0 (No Evidence)",'-,'-,,,21.15,0,0.86,08/22/2016
G,GPX4,HGNC:4556,19:1103994-1106779,"30 (Autosomal Recessive)","0 (No Evidence)",'-,'-,,,34.09,0,1.28,08/22/2016
G,GRB10,HGNC:4564,7:50590068-50793453,"0 (No Evidence)","0 (No Evidence)",'-,'-,,,6.48,0.94,0.34,03/23/2012
